comments,likes,user,user_url,source,sentiment
Эта страна скоро вымрет в чуме коррупции...,4,@user-wd1uy1gc8f,https://www.youtube.com/channel/UCn_pByzec_s1MWdk-rWaptw,YouTube,1 star
"Я может чего не понимаю в политеисте, но точно знаю, что баксы можно <br>обменять в любом банке России на рубли а на них можно купить, что <br>угодно: здания, фирмы корпорации, ресурсы и.т.д США их может печатать на<br> станке или на нескольких стонках  и тогда вообще не понятно зачем эта <br>показуха ! Вообще такое ощущения, что ни кто этого не понимает, но в <br>России живу и точно знаю, что за деньги покупается все  кроме души .... <br>ну может и от сюда коррупция в России возможно )",0,@user-cv2cw5kh8h,https://www.youtube.com/channel/UCnuYT9KXwuEM6JlzK6VF8kw,YouTube,1 star
"Столько умных слов было сказано, и надеюсь, мы ещё услышим их.",2,@Valery__23,https://www.youtube.com/channel/UCwhYCCYhsQT9HCNlHk4VdFw,YouTube,5 stars
Свободу России и свободу Алексею!!!,2,@user-xq1ub6pb8q,https://www.youtube.com/channel/UC52xOL9k3BPNfqX49YZiCTg,YouTube,5 stars
Когда освободят Навального ?,3,@achillescharabugides7146,https://www.youtube.com/channel/UCLqWGrtZUnhtMC2sCdaXhoA,YouTube,1 star
На котах было понятнее...,1,@gogolini,https://www.youtube.com/channel/UCBDEYY3UOl-4TJD_jObsYJQ,YouTube,3 stars
"путин все кричал в 2000, что олигархов не будет (березовского имел ввиду). А щас своих посадил, воруют похлеще, чем в 90-е.",2,@TheAkaluna,https://www.youtube.com/channel/UCRWXYhjI3cry_tqTSoZ2R7w,YouTube,1 star
Свободу Алексею!,0,@user-hh5cq2gz5y,https://www.youtube.com/channel/UCDhByjJ_aNbFucPCQP768jg,YouTube,5 stars
Хах украино говно полнейшее Россия по адекватнее,1,@Zakar-gm2yl,https://www.youtube.com/channel/UCHQxP7CFr3puT0_JAFdNCnw,YouTube,5 stars
Аж бесит,1,@Zakar-gm2yl,https://www.youtube.com/channel/UCHQxP7CFr3puT0_JAFdNCnw,YouTube,1 star
"Когда ты сам живёшь в городе где строится этот военный городок, и сам неожидал что скажут про твой город",1,@Stepan_Stefanov,https://www.youtube.com/channel/UCmlR_6l4ndhMH7nkqHt7YQg,YouTube,1 star
"Да это в любой свере так происходит, пусть сколько хотят воруют, жизнь то все равно одга",0,@user-ir7hm6kt4v,https://www.youtube.com/channel/UC-83Mbr8fK7rSaCDoeDSVZg,YouTube,1 star
"Галактическая Республика реорганизовывается в Галактическую Империю, а ведь ФСБ, и Полиция, когда-то были благородными Клонами, стали Имперскими Подразделениями Коммандос, Палпутина, ходят арестовывают нас, видите-ли выполняют &quot;Приказ 66&quot;. Аналог, Галактическо-Гражданской Войны, между повстанцами Беларусами и Омоновскими Штурмовиками. Но пока что Беларусы затихли. Сейчас и у нас Галактическо-Гражданская Война, между Повстанцами Навальными, и Палпутинскими Штурмовиками.",1,@Andro22973,https://www.youtube.com/channel/UCIXV-cA2Dwn12iCrm94PeDQ,YouTube,2 stars
Очень умный человек!,1,@user-wd1uy1gc8f,https://www.youtube.com/channel/UCn_pByzec_s1MWdk-rWaptw,YouTube,5 stars
"ОСТОРОЖНО ОСТОРОЖНО ОСТОРОЖНО!!! оборотни в белых халатах в Омске...КОГДА ЖЕ  наступит справедливое возмездие, справедливое наказание для оборотней в белых халатах иуд наркологов Алимова Чахлидзе Полякова Титов и других которые ни кому в жизни не помогли как врачи, а вот испоганеных судеб очень много А что творится в омском минздраве и наркодиспанцере. Уважаемые сотрудники правоохранительных органов когда же вы обратите внимание на преступления против людей в омском наркодиспанцере. Сдайте анализы у &quot;оборотней&quot;в белых халатах наркологов Алимова Чахлидзе Полякова такое показывает диву даёшься передозировка у них же за деньги отрицательный результат но на учёт иди встань на год и более сняться с учёта разумеется только за денежные знаки сняться с учёта не заплатив практически не возможно, анализы будут обязательно сфальсифицированными. Сняться с учёта через год 50 т.р.,сняться раньше или вообще не вставать 200 т.р.  Всё это покрывается главным врачем &quot;оборотнем&quot; Титовым на учёт наркоманов они не ставят с них взять нечего поэтому ставят нормальных людей и вымогают деньги за снятие с учёта, обращаться в министерство здравоохранения бесполезно это такие же &quot;оборотни&quot; в белых халатах рука руку моет. Т.е.иди воруй бомжуй грабь но на работу не устроиться ВУ не получить и не вернуть в ВУЗ не поступить, когда же этот беспредел системы &quot;оборотней&quot; наркологов закончится. А потом возникает вопрос почему растёт преступность в Омске почему массовый отток населения из Омска вот из-за таких &quot;оборотней&quot;в белых халатах Алимовой Чихладзе Поляковой.Обращаться с жалобами бесполезно просто отписки. Привлечь к ответственности врачей не представляется возможным, не смотря на неопровержимые доводы и факты. Сдать анализы у нарколога Алимовой и получить заведомо сфальсифицировай результат это нормальное явление для омского наркодиспансера. В акте медицинского освидетельствования более 15 грубых определяющих фактов нарушения как при заполнении документа так и при ХТИ. Однако ответ главного врача Титова и множественные ответы &quot;специалистов&quot; минздрава многочисленных нарушений пр.933н,40н МЗ не выявили. Самое удивительное, что приём граждан при прохождении шоферской комиссии осуществляет медицинский регистратор Дукенова,которая вообще не имеет права самостоятельно вести приём, устанавливать диагнозы, выдавать направления на ХТИ, а также справки для предоставления в ГАИ и другие организации т.к.не является врачом наркологом и не имеет медицинского образования подписывает эти документы, а печать врача нарколога Поляковой. Врач нарколог Полякова вообще на рабочем месте отсутствует по несколько дней. Однако в суде врач нарколог Полякова даёт заведомо ложные показания что приём вели они в двоем. При этом поставила подпись,что предупреждена за дачу заведомо ложных показаний и просто их даёт. Для наркологов Полякова, Чихладзе это обычное, нормальное явление врать в судах. Сложно конечно в не большом кабинете не заметить второго человека, наверное была в шапке невидимке. Т.о. граждане предоставляют заведомо сфальсифицированные справки в ГАИ и не только рискуя попасть под ст.303 УК РФ. При этом сфальсифицированные документы предоставляется и в суде-направление на ХТИ выданое и подписанное Дукеновой и результат ХТИ выданный и как будто выполненый в БУЗОО НД заполнены и подписаны одним лицом, но выданы в разных местах, разными должностными лицами и в разное время предоставлены в суде Чихладзе И.Г., как достоверный факт. Складывается впечатление что вранье для сотрудников БУЗОО НД и минздрава Омской области это нормальное явление",1,@viktoriyavendetta,https://www.youtube.com/channel/UCwTMSwr2fss4SNdPt-SeBVg,YouTube,1 star
Супер гуд !,0,@user-vj4wg9vw6w,https://www.youtube.com/channel/UCxd3prizC13brEVNUtqLQYQ,YouTube,5 stars
Свободу Алексею Навальному и всем политзаключённым!,3,@forsniks5768,https://www.youtube.com/channel/UC0zm-IQzhMOHnhlemwYEu4g,YouTube,5 stars
"все не без греха,  в натуре русского человека это, мыло с работы домой прихватить например, каждый кто как может по возможностям и достатку,  хотя бы даже служебный автомобиль для своих дел использовать, это не искоренить а если бороться то поколение наше по другому воспитывать надеясь на лучшее будущее, а если конкретно то объект военный и раз по закону его могут строить разные компании за деньги ради денег а не уйдут ли потом чертежи строительства ради денег куда то еще и если Пригожину владеющим строительным бизнесом доверяют больше то и сделано все так как должно быть а 180 млрдов это же не в карман ему лично это и оплата строителям и закупка материалов и строительная техника виды которой надо иногда брать в аренду, обеспечение жизнедеятельности строителей и многое еще, а как пример многие строят себе дачи и хотят как лучше кто домик построит кто купит по стоимости от 150 тысяч до 2 миллионов а кто и хороший дом построит милионов на 10 и если учитывать что в одном месте поселятся 1000 человек с такими дачами на 10 милионов это сколько денег получится в общем?  это тока для такого поселка. а тут что 1,5 милиарда, для одного человека очень много в уме не укладывается а как средство манипуляции даже очень красивая сумма",0,@vitalybolshakov5346,https://www.youtube.com/channel/UCnMUfZ5MwRqYgyrMgAhEdxw,YouTube,1 star
"Кто верит Путину посмотрите на Ютуб   фразы убитых Немцова, прокурора Илюхина, Политковской про Путина.....",1,@goodpeople3373,https://www.youtube.com/channel/UCzlRgZBXVJAlNV_baNGeiFA,YouTube,1 star
Кто ещё верит Путину и его лживому правительству и ТВ   посмотрите на Ютуб   - Литвиненко о взрывах домов.....,0,@goodpeople3373,https://www.youtube.com/channel/UCzlRgZBXVJAlNV_baNGeiFA,YouTube,1 star
Кто ещё верит Путину и его лживому правительству и ТВ посмотрите.  острый угол ОПГ про Путина....,0,@goodpeople3373,https://www.youtube.com/channel/UCzlRgZBXVJAlNV_baNGeiFA,YouTube,1 star
Кто ещё верит Путину и его лживому правительству посмотрите  острый угол ОПГ про Путина.....,1,@goodpeople3373,https://www.youtube.com/channel/UCzlRgZBXVJAlNV_baNGeiFA,YouTube,1 star
"Госдума поддержала законопроект о  «вынужденной коррупции». Он позволит чиновникам не нести ответственность, если факт коррупции был совершен с «чрезвычайными и непредотвратимыми обстоятельствами, которых… нельзя было ожидать или избежать». <br><br>В список обстоятельств входят стихийные бедствия, эпидемии, забастовки и всякие ограничительные меры, принятые госорганами, в том числе иностранными.",1,@HELLO-77777,https://www.youtube.com/channel/UCtljhRsjOEymGROTnivIMYQ,YouTube,1 star
Можно ли победить коррупцию в России????? Об этом и не только — в моих видео,1,@shev001,https://www.youtube.com/channel/UCA4eGDhCqvkJ72-wPfQJkkA,YouTube,1 star
Лайк Каналу Лайк Алексею,0,@user-tf7ys6vz9e,https://www.youtube.com/channel/UC7KN53WvYIIdDLk8ZhbfiZA,YouTube,5 stars
Сила в правде💪,0,@user-tl9gb3hx5y,https://www.youtube.com/channel/UCnUXiXdvz11b0gLfV4vcqlA,YouTube,5 stars
Навальный красавчик!!!,0,@ruslantursunov8693,https://www.youtube.com/channel/UCWXb83RcM0glVPbaNVbi92w,YouTube,5 stars
Что творится в стране,0,@user-gq4kg9jz1p,https://www.youtube.com/channel/UCQvE6SNYCFklEkPJFqwRa9g,YouTube,5 stars
"Все все знают знают, а вова опять ни в курсе.",0,@user-cu9xj7nu6u,https://www.youtube.com/channel/UCw2o4mIE0lW-kwG4RnDtoHg,YouTube,5 stars
Путлер сука,0,@user-de7cd6ps1v,https://www.youtube.com/channel/UCQJCf8NltgYeq55R4SFA1QA,YouTube,3 stars
"Просто законы на их стороне,иначе и быть не может,все по их законам.А законы приняты Госдумой- депутатами,а они якобы избраны народом,- вот и все кино .",0,@user-oj7dt2kg2r,https://www.youtube.com/channel/UCX6qE1JFLJxbwX4e8lfowCQ,YouTube,1 star
Алексей настоящий лидер ! И благородный человек,1,@ekayogavoice2308,https://www.youtube.com/channel/UCBuWf6P2vcKZBtvh-_BBWbQ,YouTube,5 stars
Навальный прав он преподает факты хоть раз путч сказал когда точно используются наши налоги конечно это не его вина но вова это твои люди  поставленные тобой,0,@user-pi6ss7zo2u,https://www.youtube.com/channel/UCN-bld5tRkCxE3p8pkWEhXQ,YouTube,1 star
Свободы Навальному,2,@karapuga,https://www.youtube.com/channel/UCJ_YeIRG07oqG1RRlSkP0PQ,YouTube,5 stars
"да откуда у блогера столько информации-странно,деньги итд,",0,@jjjhghj3594,https://www.youtube.com/channel/UC-9_dY3CiyyD51o4mwme4WA,YouTube,1 star
"<a href=""https://www.youtube.com/watch?v=r04ItuXFXkw&amp;t=402"">6:42</a> полезешь расследовать то что не надо и сам быстро окажешься за решеткой...",1,@user-xx1zc8jm2j,https://www.youtube.com/channel/UCAn1GanwmbHcKlOuxU8kdNQ,YouTube,2 stars
Пересматриваю видосы навального заново ...,1,@user-xx1zc8jm2j,https://www.youtube.com/channel/UCAn1GanwmbHcKlOuxU8kdNQ,YouTube,1 star
"Когда Путин жаловался что на космодроме воруют, не говорил что воров нужно посадить, он ругал их зато что они не делают это открыто а стараются воровства завуалировать.",0,@user-ki4pn9di7k,https://www.youtube.com/channel/UCZ0LaXOvAmZkLx2Qj-3hGLA,YouTube,1 star
Прошло 4 года! Что слышно по этому делу?,0,@AndrePascha,https://www.youtube.com/channel/UC5SG5B7eanmN8fHaSWt-P7g,YouTube,5 stars
Алексей. Молодец... Все его фильмы. Шедевр ы... Продолжай также...,0,@user-iz7fd9dj4l,https://www.youtube.com/channel/UCL9iags50urIIaHbLrDwkXw,YouTube,5 stars
г Москва - тихо не будет.Депутаты Мосгордумы обмануои доверие москвичей.,1,@user-ot7es4cc8v,https://www.youtube.com/channel/UCpw1uW-JhZxdGgeI014AwAg,YouTube,1 star
"Мы всегда вежливы и соблюдаем принципы сообщества. Мы, сотрудники Министерства черной металлугии - главное:. Алексей Анатольевич Навальный и Прокуратура г Москвы немедленео принять аппеляцию",1,@user-ot7es4cc8v,https://www.youtube.com/channel/UCpw1uW-JhZxdGgeI014AwAg,YouTube,5 stars
Мы всегда вежливы. Это норма общения между людьми.,0,@user-ot7es4cc8v,https://www.youtube.com/channel/UCpw1uW-JhZxdGgeI014AwAg,YouTube,5 stars
СВОБОДУ  ЛЁШЕ  НАВАЛЬНОМУ,2,@user-xi8te7jq3b,https://www.youtube.com/channel/UC9i79hKFA1_yvpROayVNh-Q,YouTube,1 star
"г Москва - город нищих бабушек и дедушек в 2021 году 21 века. Бездомные ветераны ВОВ, дети, живущие в подземных бомбоубежищах, больные люди, умирающие в одиночестве. Это г Москва сегодня, 2021 год.",1,@user-ot7es4cc8v,https://www.youtube.com/channel/UCpw1uW-JhZxdGgeI014AwAg,YouTube,5 stars
"Свободу Навальному, Владимиру Путину, продажной продажной свинье. Уходите, Япотен.<br> Владимир Путин, враг народа, боролся за невиновных, свободу за людей.",0,@user-jr6xi1cj2b,https://www.youtube.com/channel/UCRI1UU0rSKq88hCnc4YD9Kw,YouTube,1 star
Сегодня суд. Свободу Алексею Навальному!.,2,@user-up5tk1lp2n,https://www.youtube.com/channel/UCTU0q3qTyLQBb5x4w2X3uJg,YouTube,1 star
Спасибо Алексей Анатольевич. Мы узнали - где формы &quot;космонавтов&quot;  шьют,1,@user-ot7es4cc8v,https://www.youtube.com/channel/UCpw1uW-JhZxdGgeI014AwAg,YouTube,5 stars
самая богатая в мире стана Россия. Печальный факт,1,@ilnurkick81,https://www.youtube.com/channel/UCQMzTv-VC-f6YhYeJl92JmA,YouTube,5 stars
Медьведя.пригожинаарестовать.за.воровство.народа.зам.шайгу.цаликова.,0,@user-rq8cw8oc3z,https://www.youtube.com/channel/UCRKsICQCuXtYgOGBema1MAA,YouTube,1 star
"Прошло 4 года и изменилось только одно: в тюрьме Алексей Анатольевич, в воры и коррупционеры так остались во власти и пилят бюджет страны. 😢",0,@user-ju9kq6ne8h,https://www.youtube.com/channel/UCWxdyAC0EDQoigVzu9sp04A,YouTube,1 star
КОРУПЦИЯ  КАК  МЕТАСТАЗЫ   РАЗЪЕДАЕТ  РОССИЮ,1,@user-xi8te7jq3b,https://www.youtube.com/channel/UC9i79hKFA1_yvpROayVNh-Q,YouTube,1 star
"я конечно все понимаю, но как такую огромную, богатую страну по размерам и ресурсам прое*ать? Другие же страны которые относительно небольшие, стали богатыми",0,@homa3114,https://www.youtube.com/channel/UCkzHs3n2xHhe8lhXELdKJew,YouTube,3 stars
Навальный президент России,1,@gerta6124,https://www.youtube.com/channel/UC9yJUDIZS0oYoX6lJ3eZS8Q,YouTube,5 stars
в топ,1,@user-of8yw9yd7t,https://www.youtube.com/channel/UCb1k1vJKplDAllnq6yMQNsw,YouTube,5 stars
лоббизм в США - это коррупция в чистом виде...  ещё раз:  в США!!!...,1,@sergeykorovin1822,https://www.youtube.com/channel/UCmCYMZTOrznHb7PYx8o2cCA,YouTube,1 star
Кто уже знает про дворец путина?,1,@user-df2ty9jq5j,https://www.youtube.com/channel/UC1cTJOAB-iNxt1dKSe52Hlw,YouTube,5 stars
Молодец 👍,2,@PeteOneKid,https://www.youtube.com/channel/UC1Qfv1eFRSYksPk4VS60WYA,YouTube,5 stars
Навальный самый лучший президент России!!!,1,@vicodjinyan8916,https://www.youtube.com/channel/UCWKU_r_-6zQlKMbVFrqNOUQ,YouTube,5 stars
"Смотрю через 4 года. Всё также и сейчас в январе 2021 года. А по телеку всё хорошо. А Навального уже отравили, он выжил. Приехал в Россию, а его арестовали, собираются посадить на долго. И всё только за правду. Путинские СМИ наговаривают на него, он сам якобы вор, откуда деньги. А люди верят их лжи и тоже лгут про Навального.<br>А я горжусь им и его семьёй!",2,@user-rf1ke3ue4m,https://www.youtube.com/channel/UCKY4bAIapdOgCUJXluxrd6Q,YouTube,1 star
"Едь в свою Германию обратно, нам второй Ленин не нужен",1,@xxxtiktoxxx6486,https://www.youtube.com/channel/UCuJRhjqmGvScCLp2UWHzzkg,YouTube,1 star
Кислая клюква. Письков,1,@user-jb5sq3cb8j,https://www.youtube.com/channel/UCK3T77QeIEsZYuuef4GZK8Q,YouTube,1 star
Щи варятся,1,@user-jb5sq3cb8j,https://www.youtube.com/channel/UCK3T77QeIEsZYuuef4GZK8Q,YouTube,2 stars
Брат плешивого разберётся. Да и медведев с приятелями поможет,3,@user-jb5sq3cb8j,https://www.youtube.com/channel/UCK3T77QeIEsZYuuef4GZK8Q,YouTube,4 stars
😢👍,1,@av9632,https://www.youtube.com/channel/UCUhxbq8JzQs_svB5f8VKYHg,YouTube,5 stars
Алексей вы молодцы дай бог вам здоровья вы должны продолжать свою работу на воле удачи вам,22,@user-xr1xt6mp1z,https://www.youtube.com/channel/UCQZXo6NQnGzpS19B_DJNstA,YouTube,5 stars
Сегоднячто то изменилось?,2,@svetlanakhomukha8217,https://www.youtube.com/channel/UCg-DjftwUVMqiIMnfnjKcXQ,YouTube,2 stars
"За що же ж мы боролись, за що же ж мы страждали?<br>За що ж мы проливали нашу кровь?<br>Они же там пируют, они же там гуляют<br>А мы же, подавай им сыновьёв!",1,@freecitizen2652,https://www.youtube.com/channel/UCh9Fh-mjPWqlSvc5A2KujRA,YouTube,1 star
в топ,0,@boltabolta-hm6fo,https://www.youtube.com/channel/UCHZbH9PUROLLxFBGKrsTaRg,YouTube,5 stars
"Конец 2020 года, ничего не изменилось и не происходит!",1,@evgenykrd_region2701,https://www.youtube.com/channel/UCX8Wsq_eWOcMpJW1jL4EdYw,YouTube,1 star
Смерть всем чинушам!!!,0,@user-wd1uy1gc8f,https://www.youtube.com/channel/UCn_pByzec_s1MWdk-rWaptw,YouTube,1 star
Алексея Навального в президенты!,66,@user-zt4ce2ny2f,https://www.youtube.com/channel/UCRtAv2o2kpeCcTxL4TskB5g,YouTube,5 stars
"Все ,мы знаем грабят ,разрушают страну ,армии нет Путин создаёт миф о чудо оружие. А как все это победить. Гитлера победили ,а Путина нет.",0,@user-og1wb5rl5c,https://www.youtube.com/channel/UCAtW7Jj0J2KW3O78lunGt8A,YouTube,1 star
мдяя   что же нашим детям останеться ((,0,@krasnyidlya,https://www.youtube.com/channel/UCdqLPbWaT5TiiWb3-5l57MA,YouTube,5 stars
Теперь Путина можно привлечь к ответу в соответствии с им же подписанным законом о лишении свободы за клевету в Сети.,0,@user-xs3qt8pf1f,https://www.youtube.com/channel/UCcS-qUU7wys66QUIGTxsRzg,YouTube,1 star
МОЛОДЕЦ!!!!!,0,@user-yi2yb3rr9n,https://www.youtube.com/channel/UCeJIKxDyyqQgc91JLrPi3Sw,YouTube,5 stars
Пыню и его повара надо брать за задницу гнать не только с кремля а из Москвы на путинский запасной аэродром на Алтай запасов там хватит надолго и пускай сидят в изоляции до конца своих дне когда уже Гаага вспомнит за пыню? Что то долго они раскачиваются,0,@user-rh1gt8dg7c,https://www.youtube.com/channel/UCX4nb6tTFHi1kCp4I5zJwgQ,YouTube,1 star
"самолёты ,.яхты.! А.народу.- повышение пенсионного возраста !  Кто полюбит такое правитеюльство ?",0,@user-cm4sr7mr9q,https://www.youtube.com/channel/UC2a2Q3qLMzbmBruxtmOkUEQ,YouTube,1 star
Расскажи про дело Киров леса лучше,0,@Cheki812,https://www.youtube.com/channel/UCHD8vHHP7M6lDkmPzjQAzUw,YouTube,2 stars
ФЕ  СЕ  БЕ   дважды постирало трусы Навальному? Нужна стирка?  знаете куда звонить ))),0,@user-ft5yw8ro9m,https://www.youtube.com/channel/UCBNC2F-C5n54uR5cDI5oG3g,YouTube,1 star
"Я тут с 2020 ) спасибо за огромную и долгую работу. Ролик в котором у вас разговор с отравителем, точнее химиком, это сильно !",8,@Ruzzkiy,https://www.youtube.com/channel/UCZsTanuock_ykhfXGj8A3gQ,YouTube,5 stars
"Был бы лжец и как говорят единороги &quot;агент&quot; уже бы дело завели,и Факты уж отыскали. Главный вор сидит в кремле, и вы знаете о ком я , и почему мы на голой земле уже 20 лет.",0,@user-gv6wu2xv2w,https://www.youtube.com/channel/UCCjbHn4aJU4KqbyECZZ_5WQ,YouTube,1 star
"Важно!<br>Коррупция, это моральное разложение должностных лиц. К сожалению, в России многие лица на должностях с 2010 года, а это вся коррупция: Мороз О., Собянин С., Миронов С., Путин В. и другие лица положили себе в кровать девиц с разницей в возрасте 30 и более лет, вообще-то это не шоу-бизнес, налогоплательщики оплачивают это отребье не для разврата, произвола и хищений…<br>------",0,@user-mr4jl8nq2t,https://www.youtube.com/channel/UCD0Mi6htIVYfdvrYAlN3hJA,YouTube,1 star
Эх Навальный а ты такой же биздабол оказывается....пиарщик куев,0,@AZjakuDza,https://www.youtube.com/channel/UCyXMeOP1gIM7dv2AG7lRFxA,YouTube,1 star
Красивая рубашка,0,@user-xt5fd3bw3x,https://www.youtube.com/channel/UCETbc3VDlpiFwRLy3lgFYqQ,YouTube,5 stars
"В РФ коррупция и взятки декриминализированы. Ничего в этой стране не изменится, пока не искоренить коррупцию. Так и будут гореть развлекательные центры, обрушиваться крыши в аквапарках, разрушаться дома, падать самолеты и т.д. B России у власти ОПГ. Порядок бы навелся быстро, но Кремлю этого не надо, ибо они и есть ОПГ и живут не по закону, а по понятиям. Потому что сама власть прибандичена.",0,@tadasblindavicius8889,https://www.youtube.com/channel/UCgv9gEQAu3Vj8ydQLxy4FRg,YouTube,1 star
Вот Россия...,0,@xy9058,https://www.youtube.com/channel/UCM2UZYuEPTxJ7lkHTQYM-Kg,YouTube,5 stars
СУКА!!! Не страна...а ЖОПА!!!,0,@slashgalaher3494,https://www.youtube.com/channel/UCezmBHKbhkko5U6489BDShQ,YouTube,1 star
СПАСИБО !!!,0,@user-oo1wk1hj3s,https://www.youtube.com/channel/UCfC8hM5In8ETmuDIGLtidJQ,YouTube,5 stars
Это все надо на &quot; первый канал&quot; - пусть смотрит &quot; вся&quot; Россия,0,@user-wi2xc9zp8y,https://www.youtube.com/channel/UCqGrSK3CjwcRSvTLz-13Vvg,YouTube,1 star
2020👊👍,0,@user-qe9in1mj9c,https://www.youtube.com/channel/UCbNS8WVshNJBa35dN2hpSsA,YouTube,5 stars
Здоровья тебе,1,@berkutkarlybai1037,https://www.youtube.com/channel/UC1HK1MuFPD1tpx04Ex5X_Xw,YouTube,5 stars
Кстати. У меня вышло видео на схожую тематику. Можете взглянуть),0,@safalgard9699,https://www.youtube.com/channel/UCMEqWfwj0YSm9uny8nFnZfQ,YouTube,4 stars
Слыш а ты бабки от ково получаешь???ты   в своей жизни хотя бы сортир построил?? Умник.,0,@user-pn6be2wp6q,https://www.youtube.com/channel/UCjK0h0n-Lke3Jp47VdWKoBw,YouTube,1 star
"Ну давайте просто представим, как можно бороться с коррупцией)<br>Вот мой вариант, нужно просто сделать как Сталин, не выделять по 10 млрд рублей,<br>Просто выделить 2 кладбища и все)",5,@kukilaif9576,https://www.youtube.com/channel/UCUUAFA2wcEk1kgc2PTDR0KQ,YouTube,5 stars
НАВАЛЬНОГО НАДО ПОДДЕРЖАТЬ .ПРОЧЛА ПРО ВЗРЫВЫ ЖИЛЫХ ДОМОВ В МОСКВЕ А ПОТОМ БЫЛА ПОПЫТКА В РЯЗАНИ И ТАМ ОБНАРУЖИЛИ СЛЕД ФСБ. А Я ПОМНЮ ЭТО ВРЕМЯ . МЫ РАБОТАЛИ В ГЛАВ ОФИСЕ ЧУБАЙСА НА УЛ ЧЕЛОМЕЯ .5. ПОМНЮ ПРИШЛИ ОХРАННИКИ И РАССКАЗАЛИ. ЧТО СХВАТИЛИ ТЕРРОРИСТОВ В ЖИЛОМ ДОМЕ НА ЧЕРДАКЕ НАПРОТИВ НАШЕГО ОФИСА .ГОТОВЯЩИХ НОВЫЙ ВЗРЫВ . НО ОБ ЭТОМ НИГДЕ НЕ ПИСАЛИ,1,@donatakaverina3170,https://www.youtube.com/channel/UCV-wLikQ4nCUofQI39arU9g,YouTube,1 star
"Дай бог Вам здоровья Алексей. Храни Вас Господь. Вы  ангел света и справедливости. Как хочется помочь Вам финансово, но  я  простой рабочий с большими кредитами. Хочется размножать осетров. Открыть свой бизнес. Но в этой стране это почти невозможно....",1,@user-db8jw3py6w,https://www.youtube.com/channel/UCm_QtGSo59EUrNaS1dz-hNg,YouTube,5 stars
Роррупция в России ужасающая. На глазах  у всех! Ежегодно у нас в районе меняют асфальт. Ежегодно!!!! Отличный асфальт! Гады! Твари! Эти-власть не видит?,1,@user-jf7hr2xi7t,https://www.youtube.com/channel/UC_fsyFS1J_ytHw1Vd9CqUkw,YouTube,1 star
"Правильно, что расследовали. Мы участвуем в госаукционах и иногда впадаем в шок от происходящего : воруют нагло, пилят открыто, откровенно демпингуют, отказываясь потом от проектов.... Барак, одним словом....",0,@user-md1ke2hk1t,https://www.youtube.com/channel/UCun1oLm9kIIwJ_YbDPAXnIw,YouTube,3 stars
Как на госзаказ тратят 30 триллионов если у нас бюджет 18 триллионов?,0,@bacchus7993,https://www.youtube.com/channel/UCLLHD4rwfB48M1ATlC1tFbA,YouTube,1 star
"Какая корупция,у власти бандюки наворававшие денег и теперь на них жируют дети ,внуки.",1,@ulyanaweil521,https://www.youtube.com/channel/UC9jy6CMNQVsmeQVraUSUxOQ,YouTube,1 star
Я знаю как освещается журналистика перед народом чтоб показать как идёт работа.борьба с коррупцией это смешно.собирабтся полит.деятели и несколько следователей решают кого будут хватать созывают журналистов и делают ролики по зачистке.далее этих людей позже приходиться отпускать из за недоказанной коррупции.далее проходят суды этих людей трепят на допросах а потом потихоньку эти дела забываются и уходят в архив!,0,@user-mw8xl6yv1y,https://www.youtube.com/channel/UCU-yJ8qZgBQmO90thdXob6g,YouTube,1 star
Лайк и коммент для ТОП-а!,0,@user-mu9gf6kf8t,https://www.youtube.com/channel/UC7IenMzSSVg39mUUjs9P1fA,YouTube,5 stars
Доколе!,0,@ForMotherRussia1,https://www.youtube.com/channel/UCDsblfi37xPnNwNIYhLbo7Q,YouTube,1 star
"Мне интересно. А вот я в свои 25 лет открою свой бизнес. Да что бы сразу так, что бы мой бизнес уже был на высоте. Ведь у детей чиновников вон, как всë здорово. Им только 25, а они уже замы огромных компаний. А кому всего 30 те уже возглавляют эти огромные компании. Конечно же нет. Я не открою но знаю точно. Из этой страны я постараюсь свалить.",0,@dnisbarier9159,https://www.youtube.com/channel/UCeiYO9QO7LCIFS3bicGivMw,YouTube,3 stars
"Я не представляю сколько бы навальный воровал, да по более их всех в месте взятых",0,@nikolaj1838,https://www.youtube.com/channel/UCfbwBk7mzwXj196ricYlgRA,YouTube,1 star
в 90е мелкая коррупция выглядела так например необходимо купить калькулятор приходишь в магазин и просишь продавца выписать чек в половинную сумму за небольшую шоколадку в итоге половина стоимости экономия  в 90е было голодно и на такие деньги обедали всем коллективом а если что по мелочи например канцелярия то чеки можно вывалить из рядом стоящей коробочки так и выживали,0,@ElyaDrozhina,https://www.youtube.com/channel/UC2xbL9tNXOgDWIkEyt-IyEg,YouTube,1 star
"Алексей, здравствуйте расскажите пожалуйста про протесты в Находке против химического завода🙏",0,@autopainter6664,https://www.youtube.com/channel/UCxmylTJdla1WwjSBkW8nWfA,YouTube,1 star
"Как устроено предательство в России?про это говори ты навальный почему нер расскажешь? Ты очень хорошо же знаешь эта,стаж то большой олигарх хренов",0,@user-cg8xj8lb6k,https://www.youtube.com/channel/UCIH76jiQ32sVunCDHXr1JPA,YouTube,1 star
+1 !,0,@glebnaumenko5697,https://www.youtube.com/channel/UCutTb65IOXmNh9MYgqtDsLQ,YouTube,5 stars
